prim2_common,prim1_common,strat_id,psu_id,ADD_HRS,AREA,AREA_X,BOAT_HRS,CATCH,CNTRBTRS,CNTY,CNTY_RES,COASTAL,FFDAYS2,FFDAYS12,FIRST,HRSF,ID_CODE,INTSITE,MODE_F,MODE_FX,NUM_TYP2,NUM_TYP3,NUM_TYP4,NUM_TYP6,ON_LIST,PARTY,REG_RES,ST,ST_RES,SUB_REG,TELEFON,WAVE,YEAR,ASG_CODE,month,kod,MODE_ASG,new_list,PRT_CODE,CELLTYPE,fshinsp_a,num_fish_a,fl_reg,ADD_PH,AREA_NC,COUNTY,DATE1,DIST,F_BY_P,GEAR,MODE2001,MUNI_RES,MUNI_TRP,PRIM1,PRIM2,PVT_RES,RIG,SEP_FISH,TIME,ZIP,AGE,wp_int,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER
,,198316128102we,104341983020611921,,1,1,,2,1,11,11,Y,5,60,,3,1043419830206011,921,2,3,0,0,0,,,,6,12,12,6,1,1,1983,1043419830206,02,we,,,1043419830206011,,,,8,9,,,26APR93:14:09,1,8,1,,,,,,1,8,8,1515,,,59336.996282,198316128102we,,0,1043419830206011
,,198316128202wd,104041983022585312,,1,1,,2,1,85,998,O,1,10,,3.5,1040419830225015,312,5,3,0,0,0,,,,,12,99,6,1,1,1983,1040419830225,02,wd,,,1040419830225015,,,,8,1,,,26APR93:14:09,1,8,1,,,,,,1,8,8,1800,,,50579.927322,198316128202wd,,0,1040419830225015
,BLUEFISH,198316128201we,103231983011585302,0,1,1,,1,1,85,37,O,0,25,,3,1032319830115003,302,5,3,0,2,0,,,,5,12,42,6,1,1,1983,1032319830115,01,we,,,1032319830115003,2,2,0,8,9,,,26APR93:14:09,1,1,1,,,,8835250101,,1,8,8,850,,,43655.323463,198316128201we,,0,1032319830115003
,,198316128102we,10401198302269232,1,1,1,,2,1,9,95,Y,6,10,,2,1040119830226008,232,2,3,0,0,0,,,,6,12,12,6,1,1,1983,1040119830226,02,we,,,1040119830226008,,,,8,9,,,26APR93:14:09,1,8,1,,,,,,1,8,8,1420,,,30941.676641,198316128102we,,0,1040119830226008
,,198316128202wd,104041983022585304,,1,1,,2,1,85,31,O,0,5,,6,1040419830225007,304,5,3,0,0,0,,,,,12,17,6,1,1,1983,1040419830225,02,wd,,,1040419830225007,,,,8,1,,,26APR93:14:09,1,8,1,,,,,,1,8,8,1720,,,50579.927322,198316128202wd,,0,1040419830225007
,,198316128102wd,1051119830222127221,,1,1,,2,1,127,998,O,0,0,,3,1051119830222011,221,1,3,0,0,0,,,,,12,99,6,1,1,1983,1051119830222,02,wd,,,1051119830222011,,,,8,1,,,26APR93:14:09,1,8,1,,,,,,1,8,8,1345,,,26375.244009,198316128102wd,,0,1051119830222011
,,198316128101we,1040119830129111929,1,1,1,,2,1,111,85,Y,3,3,,2.5,1040119830129001,929,2,3,0,0,0,,,,6,12,12,6,8,1,1983,1040119830129,01,we,,,1040119830129001,,,,8,9,,,26APR93:14:09,1,8,1,,,,,,2,8,8,1000,,,59336.996282,198316128101we,,0,1040119830129001
SAND SEATROUT,BLUEFISH,198316128202we,10436198302069299,0,1,1,,1,1,9,95,Y,0,12,,4.5,1043619830206005,299,5,3,0,2,0,,,,6,12,12,6,1,1,1983,1043619830206,02,we,,,1043619830206005,2,2,0,8,1,,,26APR93:14:09,1,1,1,,,,8835250101,8835440106,1,8,8,1125,,,30941.676641,198316128202we,,0,1043619830206005
,,198316128102we,10401198302269232,,1,1,,2,1,9,9,Y,50,50,,2,1040119830226004,232,2,3,0,0,0,,,,6,12,12,6,8,1,1983,1040119830226,02,we,,,1040119830226004,,,,8,9,,,26APR93:14:09,1,8,1,,,,,,2,8,8,1250,,,30941.676641,198316128102we,,0,1040119830226004
JACK FAMILY,SILVER SEATROUT,198316128201we,10436198301099916,1,1,1,,1,1,9,91,O,20,20,,1,1043619830109011,916,5,3,0,2,0,,,,5,12,36,6,1,1,1983,1043619830109,01,we,,,1043619830109011,2,2,0,8,1,,,26APR93:14:09,1,1,1,,,,8835440103,8835280000,1,8,8,1100,,,22764.362655,198316128201we,,0,1043619830109011
